ambient_temperature_celsius,battery_voltage,datetime,document_count_ambient_temperature_celsius,document_count_battery_voltage,document_count_ghi_irradiance_wm2,document_count_gri_irradiance_wm2,document_count_panel_temperature_celsius,document_count_poa_irradiance_wm2,document_count_precipitation_accumulated_mm,document_count_tracker_albedo_index,document_count_wind_direction_degrees,document_count_wind_speed_ms,ghi_irradiance_wm2,gri_irradiance_wm2,interpolated_keys_ambient_temperature_celsius,interpolated_keys_battery_voltage,interpolated_keys_ghi_irradiance_wm2,interpolated_keys_gri_irradiance_wm2,interpolated_keys_panel_temperature_celsius,interpolated_keys_poa_irradiance_wm2,interpolated_keys_wind_direction_degrees,interpolated_keys_wind_speed_ms,panel_temperature_celsius,poa_irradiance_wm2,precipitation_accumulated_mm,ps_id,tracker_albedo_index,wind_direction_degrees,wind_speed_ms
,,2024-12-02T08:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T08:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T09:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T09:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T09:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T09:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T10:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T10:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T10:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T10:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T11:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T11:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T11:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T11:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T12:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T12:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T12:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T12:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T13:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T13:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T13:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T13:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T14:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T14:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
,,2024-12-02T14:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_038,,,
24.5,-0.06901666522026062,2024-12-02T14:45:00Z,1,1,1,1,1,1,0,0,1,1,548.6599731445312,553.5,,,,,,,,,33.900001525878906,48.91999816894531,,PS_038,,225.63600158691406,3.2179999351501465
25.799999237060547,-0.06901666522026062,2024-12-02T15:00:00Z,1,1,1,1,1,1,1,0,1,1,949.3599853515625,962.3699951171876,,,,,,,,,45.29999923706055,79.30000305175781,82.4000015258789,PS_038,,223.3199920654297,2.4079999923706055
26.399999618530273,-0.06901666522026062,2024-12-02T15:15:00Z,1,1,1,1,1,1,1,0,1,1,1082.030029296875,1093.27001953125,,,,,,,,,46.400001525878906,90.62999725341797,82.4000015258789,PS_038,,243.24000549316406,3.313999891281128
26.949999809265137,-0.06901666522026062,2024-12-02T15:30:00Z,0,0,0,0,0,0,1,0,0,0,1111.9100341796875,1124.6950073242188,true,true,true,true,true,true,true,true,47.20000076293945,95.59499740600586,82.4000015258789,PS_038,,204.156005859375,3.1689999103546143
27.5,-0.06901666522026062,2024-12-02T15:45:00Z,1,1,1,1,1,1,1,0,1,1,1141.7900390625,1156.1199951171875,,,,,,,,,48.0,100.55999755859375,82.4000015258789,PS_038,,165.07200622558594,3.0239999294281006
28.0,-0.06901666522026062,2024-12-02T16:00:00Z,1,1,1,1,1,1,1,0,1,1,487.1199951171875,473.8800048828125,,,,,,,,,44.70000076293945,54.74999999999999,82.4000015258789,PS_038,,185.56800842285156,3.120000123977661
27.5,-0.06901666522026062,2024-12-02T16:15:00Z,1,1,1,1,1,1,1,0,1,1,448.35998535156256,434.1300048828125,,,,,,,,,40.099998474121094,46.6500015258789,82.4000015258789,PS_038,,204.09599304199222,2.7159998416900635
27.700000762939453,-0.06901666522026062,2024-12-02T16:30:00Z,1,1,1,1,1,1,1,0,1,1,375.0,339.3900146484375,,,,,,,,,37.400001525878906,45.279998779296875,82.4000015258789,PS_038,,157.4279937744141,3.0239999294281006
27.700000762939453,-0.06901666522026062,2024-12-02T16:45:00Z,1,1,1,1,1,1,1,0,1,1,273.6499938964844,223.67999267578125,,,,,,,,,35.0,40.279998779296875,82.4000015258789,PS_038,,196.2239990234375,0.5979999899864197
27.700000762939453,-0.06901666522026062,2024-12-02T17:00:00Z,1,1,1,1,1,1,1,0,1,1,199.4499969482422,151.88999938964844,,,,,,,,,33.599998474121094,32.65999984741211,82.4000015258789,PS_038,,186.1439971923828,1.7920000553131104
26.100000381469727,-0.06901666522026062,2024-12-02T17:15:00Z,1,1,1,1,1,1,1,0,1,1,3.650000095367431,-3.25,,,,,,,,,29.799999237060547,0.699999988079071,82.4000015258789,PS_038,,134.0279998779297,10.11400032043457
21.79999923706055,-0.06901666522026062,2024-12-02T17:30:00Z,1,1,1,1,1,1,1,0,1,1,11.869999885559082,9.770000457763672,,,,,,,,,21.5,-0.6899999976158142,82.4000015258789,PS_038,,190.54798889160156,0.9819999933242799
22.100000381469727,-0.06901666522026062,2024-12-02T17:45:00Z,1,1,1,1,1,1,1,0,1,1,11.239999771118164,10.180000305175781,,,,,,,,,22.0,1.2100000381469727,95.5999984741211,PS_038,,119.9039993286133,-0.018000001087784767
22.100000381469727,-0.06901666522026062,2024-12-02T18:00:00Z,1,1,1,1,1,1,1,0,1,1,7.130000114440918,5.010000228881836,,,,,,,,,22.0,1.0,97.5999984741211,PS_038,,172.94400024414065,2.196000099182129
22.100000381469727,-0.06901666522026062,2024-12-02T18:15:00Z,1,1,1,1,1,1,1,0,1,1,13.65999984741211,11.949999809265137,,,,,,,,,22.0,2.2300000190734863,97.80000305175781,PS_038,,231.88800048828125,0.17399999499320984
22.299999237060547,-0.06901666522026062,2024-12-02T18:30:00Z,1,1,1,1,1,1,1,0,1,1,23.229999542236328,24.489999771118164,,,,,,,,,22.299999237060547,3.7400000095367436,99.5999984741211,PS_038,,358.7040100097656,0.26999998092651367
22.600000381469727,-0.06901666522026062,2024-12-02T18:45:00Z,1,1,1,1,1,1,1,0,1,1,49.33000183105469,47.560001373291016,,,,,,,,,22.899999618530273,7.829999923706054,100.0,PS_038,,294.4320068359375,2.0799999237060547
22.600000381469727,-0.06901666522026062,2024-12-02T19:00:00Z,0,0,0,0,0,0,1,0,0,0,59.09000015258789,53.44500160217285,true,true,true,true,true,true,true,true,22.899999618530273,10.375,100.0,PS_038,,154.2960033416748,1.7339999675750732
22.600000381469727,-0.06901666522026062,2024-12-02T19:15:00Z,1,1,1,1,1,1,1,0,1,1,68.8499984741211,59.33000183105469,,,,,,,,,22.899999618530273,12.920000076293945,100.0,PS_038,,14.15999984741211,1.3880000114440918
22.899999618530273,-0.06901666522026062,2024-12-02T19:30:00Z,1,1,1,1,1,1,1,0,1,1,101.68000030517578,68.7300033569336,,,,,,,,,23.899999618530273,24.350000381469727,100.0,PS_038,,343.8840026855469,1.0780000686645508
23.200000762939453,-0.06901666522026062,2024-12-02T19:45:00Z,1,1,1,1,1,1,1,0,1,1,134.60000610351562,84.54000091552734,,,,,,,,,24.5,30.86000061035156,100.4000015258789,PS_038,,65.58000183105469,-0.018000001087784767
23.200000762939453,-0.06901666522026062,2024-12-02T20:00:00Z,1,1,1,1,1,1,1,0,1,1,87.2300033569336,50.4900016784668,,,,,,,,,23.899999618530277,23.719999313354492,100.4000015258789,PS_038,,287.4839782714844,1.6959999799728394
22.899999618530273,-0.06901666522026062,2024-12-02T20:15:00Z,1,1,1,1,1,1,1,0,1,1,3.7200000286102295,1.3300000429153442,,,,,,,,,22.799999237060547,1.2200000286102295,100.4000015258789,PS_038,,134.84400939941406,2.9860000610351562
21.799999237060547,-0.06901666522026062,2024-12-02T20:30:00Z,1,1,1,1,1,1,1,0,1,1,2.6400001049041744,1.7799999713897705,,,,,,,,,21.799999237060547,-1.309999942779541,107.80000305175781,PS_038,,160.1999969482422,2.2919998168945312
22.100000381469727,-0.06901666522026062,2024-12-02T20:45:00Z,1,1,1,1,1,1,1,0,1,1,1.940000057220459,1.7500000000000002,,,,,,,,,21.5,-0.9300000071525575,108.4000015258789,PS_038,,161.36399841308594,2.677999973297119
21.799999237060547,-0.06901666522026062,2024-12-02T21:00:00Z,1,1,1,1,1,1,1,0,1,1,2.1700000762939453,2.049999952316284,,,,,,,,,21.200000762939453,-0.4300000071525574,108.4000015258789,PS_038,,196.67999267578125,4.296000003814697
21.5,-0.06901666522026062,2024-12-02T21:15:00Z,1,1,1,1,1,1,1,0,1,1,1.940000057220459,1.7200000286102295,,,,,,,,,21.0,-0.25999999046325684,109.5999984741211,PS_038,,164.48399353027344,3.0820000171661377
21.5,-0.06901666522026062,2024-12-02T21:30:00Z,1,1,1,1,1,1,1,0,1,1,0.800000011920929,0.7699999809265137,,,,,,,,,21.200000762939453,0.0,111.5999984741211,PS_038,,168.4199981689453,1.888000011444092
21.5,-0.06901666522026062,2024-12-02T21:45:00Z,1,1,1,1,1,1,1,0,1,1,-0.36000001430511475,-0.3499999940395355,,,,,,,,,21.0,-0.17000000178813934,112.5999984741211,PS_038,,217.41600036621094,1.908000111579895
21.5,-0.06901666522026062,2024-12-02T22:00:00Z,1,1,1,1,1,1,1,0,1,1,-0.47999998927116394,-0.30000001192092896,,,,,,,,,21.200000762939453,-0.009999999776482582,113.5999984741211,PS_038,,198.54000854492188,1.290000081062317
21.799999237060547,-0.06901666522026062,2024-12-02T22:15:00Z,1,1,1,1,1,1,1,0,1,1,-0.5699999928474426,-0.38999998569488525,,,,,,,,,21.200000762939453,-0.05999999865889549,113.5999984741211,PS_038,,197.84400939941406,1.8880000114440918
21.799999237060547,-0.06901666522026062,2024-12-02T22:30:00Z,1,1,1,1,1,1,1,0,1,1,-0.4699999988079071,-0.36000001430511475,,,,,,,,,21.200000762939453,-0.05000000074505806,113.80000305175781,PS_038,,208.84799194335938,0.5580000281333923
21.799999237060547,-0.06901666522026062,2024-12-02T22:45:00Z,0,0,0,0,0,0,1,0,0,0,-0.5599999874830246,-0.4950000047683716,true,true,true,true,true,true,true,true,21.200000762939453,-0.07000000216066837,113.80000305175781,PS_038,,227.26199340820312,0.7700000107288361
21.799999237060547,-0.06901666522026062,2024-12-02T23:00:00Z,1,1,1,1,1,1,1,0,1,1,-0.6499999761581421,-0.6299999952316284,,,,,,,,,21.200000762939453,-0.09000000357627869,114.0,PS_038,,245.67599487304688,0.9819999933242799
21.5,-0.06901666522026062,2024-12-02T23:15:00Z,1,1,1,1,1,1,1,0,1,1,-0.6100000143051147,-0.6499999761581421,,,,,,,,,21.200000762939453,-0.25999999046325684,114.0,PS_038,,239.76000976562497,1.5980000495910645
21.799999237060547,-0.06901666522026062,2024-12-02T23:30:00Z,1,1,1,1,1,1,1,0,1,1,-0.7200000286102295,-0.5899999737739563,,,,,,,,,21.200000762939453,-0.18000000715255737,114.0,PS_038,,216.49198913574216,0.7700000405311584
21.799999237060547,-0.06901666522026062,2024-12-02T23:45:00Z,1,1,1,1,1,1,1,0,1,1,-0.5799999833106995,-0.38999998569488525,,,,,,,,,21.200000762939457,-0.14000000059604645,114.0,PS_038,,203.1719970703125,1.8880000114440918
21.799999237060547,-0.06901666522026062,2024-12-03T00:00:00Z,1,1,1,1,1,1,1,0,1,1,-0.699999988079071,-0.5400000214576721,,,,,,,,,21.200000762939453,-0.1899999976158142,114.20000457763672,PS_038,,203.8679962158203,1.6759999990463255
21.799999237060547,-0.06901666522026062,2024-12-03T00:15:00Z,1,1,1,1,1,1,1,0,1,1,-0.6600000262260437,-0.3700000047683716,,,,,,,,,21.200000762939453,-0.20999999344348907,114.20000457763672,PS_038,,192.04798889160156,1.9840000867843628
21.799999237060547,-0.06901666522026062,2024-12-03T00:30:00Z,1,1,1,1,1,1,1,0,1,1,-0.5699999928474426,-0.5,,,,,,,,,21.5,-0.20999999344348907,114.4000015258789,PS_038,,203.05200195312503,1.7720000743865967
21.799999237060547,-0.06901666522026062,2024-12-03T00:45:00Z,1,1,1,1,1,1,1,0,1,1,-0.5099999904632568,-0.47999998927116394,,,,,,,,,21.200000762939453,-0.14000000059604645,114.4000015258789,PS_038,,191.70001220703125,1.8880000114440918
21.799999237060547,-0.06901666522026062,2024-12-03T01:00:00Z,1,1,1,1,1,1,1,0,1,1,-0.6100000143051147,-0.4300000071525574,,,,,,,,,21.200000762939453,-0.20999999344348907,114.4000015258789,PS_038,,190.89599609375,1.4639999866485596
21.799999237060547,-0.06901666522026062,2024-12-03T01:15:00Z,1,1,1,1,1,1,1,0,1,1,-0.20999999344348907,-0.18000000715255737,,,,,,,,,21.799999237060547,-0.03999999910593033,114.5999984741211,PS_038,,191.70001220703125,0.4620000123977661
21.799999237060547,-0.06901666522026062,2024-12-03T01:30:00Z,1,1,1,1,1,1,1,0,1,1,-0.2800000011920929,-0.3799999952316285,,,,,,,,,21.5,-0.20000000298023224,114.5999984741211,PS_038,,222.04800415039062,1.8880000114440916
22.100000381469727,-0.06901666522026062,2024-12-03T01:45:00Z,1,1,1,1,1,1,1,0,1,1,-0.11999999731779099,-0.14000000059604645,,,,,,,,,21.5,-0.1899999976158142,114.5999984741211,PS_038,,224.94000244140628,-0.018000001087784767
22.100000381469727,-0.06901666522026062,2024-12-03T02:00:00Z,1,1,1,1,1,1,1,0,1,1,-0.6800000071525574,-0.7599999904632568,,,,,,,,,21.5,-0.3100000023841858,114.80000305175781,PS_038,,229.1160125732422,1.0780000686645508
22.100000381469727,-0.06901666522026062,2024-12-03T02:15:00Z,0,0,0,0,0,0,1,0,0,0,-0.4100000038743019,-0.3799999952316284,true,true,true,true,true,true,true,true,21.649999618530273,-0.18500000052154064,114.80000305175781,PS_038,,218.51399993896484,1.2330000400543213
22.100000381469727,-0.06901666522026062,2024-12-03T02:30:00Z,1,1,1,1,1,1,1,0,1,1,-0.14000000059604645,0.0,,,,,,,,,21.799999237060547,-0.05999999865889549,114.80000305175781,PS_038,,207.9119873046875,1.3880000114440916
22.100000381469727,-0.06901666522026062,2024-12-03T02:45:00Z,1,1,1,1,1,1,1,0,1,1,-0.6000000238418579,-0.6200000047683716,,,,,,,,,21.799999237060547,-0.20000000298023224,114.80000305175781,PS_038,,172.5959930419922,1.2719999551773071
22.100000381469727,-0.06901666522026062,2024-12-03T03:00:00Z,1,1,1,1,1,1,1,0,1,1,-0.6200000047683716,-0.479999989271164,,,,,,,,,21.799999237060547,-0.27000001072883606,114.80000305175781,PS_038,,191.70001220703125,1.675999999046326
,,2024-12-03T03:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T03:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T03:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T04:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T04:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T04:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T04:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T05:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T05:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T05:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T05:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T06:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T06:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T06:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T06:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T07:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T07:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T07:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T07:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T08:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T08:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T08:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T08:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
,,2024-12-03T09:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,114.80000305175781,PS_038,,,
22.100000381469727,-0.06901666522026062,2024-12-03T09:15:00Z,1,1,1,1,1,1,1,0,1,1,1.4500000476837158,1.149999976158142,,,,,,,,,21.799999237060547,-0.12999999523162842,117.4000015258789,PS_038,,76.82400512695312,3.2940001487731934
21.5,-0.06901666522026062,2024-12-03T09:30:00Z,1,1,1,1,1,1,1,0,1,1,2.7200000286102295,2.930000066757202,,,,,,,,,21.5,-0.1899999976158142,126.80000305175781,PS_038,,139.4759979248047,1.1759999990463257
21.799999237060547,-0.06901666522026062,2024-12-03T09:45:00Z,1,1,1,1,1,1,1,0,1,1,4.920000076293945,4.429999828338623,,,,,,,,,21.200000762939453,0.3100000023841858,130.1999969482422,PS_038,,190.1999969482422,2.4860000610351562
21.799999237060547,-0.06901666522026062,2024-12-03T10:00:00Z,1,1,1,1,1,1,1,0,1,1,9.699999809265137,8.0,,,,,,,,,21.799999237060547,0.9800000190734863,131.40000915527344,PS_038,,192.635986328125,2.5819997787475586
21.799999237060547,-0.06901666522026062,2024-12-03T10:15:00Z,1,1,1,1,1,1,1,0,1,1,19.75,15.039999961853027,,,,,,,,,21.799999237060547,2.7200000286102295,132.1999969482422,PS_038,,175.83599853515625,1.7720000743865965
22.100000381469727,-0.06901666522026062,2024-12-03T10:30:00Z,1,1,1,1,1,1,1,0,1,1,23.700000762939453,16.34000015258789,,,,,,,,,22.0,5.570000171661377,132.60000610351562,PS_038,,168.76800537109375,1.1759999990463257
22.29999923706055,-0.06901666522026062,2024-12-03T10:45:00Z,1,1,1,1,1,1,1,0,1,1,43.25,29.729999542236328,,,,,,,,,22.29999923706055,8.850000381469727,132.60000610351562,PS_038,,151.97999572753906,0.25
22.299999237060547,-0.06901666522026062,2024-12-03T11:00:00Z,1,1,1,1,1,1,1,0,1,1,57.349998474121094,35.130001068115234,,,,,,,,,22.600000381469727,15.640000343322752,132.8000030517578,PS_038,,193.0919952392578,2.5999999046325684
22.554031750621792,-0.06901666522026062,2024-12-03T11:15:00Z,4,4,4,4,4,4,1,0,4,4,71.05133677272377,50.830408608822296,,,,,,,,,23.03138547161277,17.225948380331424,133.1999969482422,PS_038,,186.95066831285635,1.4703328289786821
22.950965781123596,-0.06901666522026062,2024-12-03T11:30:00Z,3,3,3,3,3,3,1,0,3,3,150.90887710380053,114.4432156622161,,,,,,,,,24.122384863352003,31.937542843165446,133.1999969482422,PS_038,,124.38238671462484,2.0802947901757163
23.231931529577327,-0.06901666522026062,2024-12-03T11:45:00Z,4,4,4,4,4,4,1,0,4,4,200.397721010816,150.98821677905792,,,,,,,,,25.134459140629186,41.940436730482936,133.1999969482422,PS_038,,133.93955520797093,2.996912498443381
23.611777092932552,-0.06901666522026062,2024-12-03T12:00:00Z,4,4,4,4,4,4,1,0,4,4,229.26968501995296,185.17966194342458,,,,,,,,,27.187947154871267,41.746048162148846,133.1999969482422,PS_038,,99.72754427356597,2.633150606809397
23.655022216582662,-0.06901666522026062,2024-12-03T12:15:00Z,3,3,3,3,3,3,1,0,3,3,264.5915222350304,221.6515380453331,,,,,,,,,27.325035660567096,42.628281385332805,133.1999969482422,PS_038,,123.16224295057224,3.3277262470746196
23.8819543903302,-0.06901666522026062,2024-12-03T12:30:00Z,4,4,4,4,4,4,1,0,4,4,267.78303488023533,231.47233968690654,,,,,,,,,27.964816149105207,40.97635075332608,133.1999969482422,PS_038,,133.047625840641,2.069396215818021
24.37728115119367,-0.06901666522026062,2024-12-03T12:45:00Z,4,4,4,4,4,4,1,0,4,4,448.4974413883371,427.00026750138187,,,,,,,,,30.10787607141299,60.37101624266767,133.1999969482422,PS_038,,146.99074545519713,1.7344717884366974
24.828888074152484,-0.0690166652202606,2024-12-03T13:00:00Z,3,3,3,3,3,3,1,0,3,3,527.7165829152224,504.64222863808055,,,,,,,,,33.48491130256639,60.83404480338953,133.1999969482422,PS_038,,152.97591645206404,5.249430638024331
