ambient_temperature_celsius,battery_voltage,datetime,document_count_ambient_temperature_celsius,document_count_battery_voltage,document_count_ghi_irradiance_wm2,document_count_gri_irradiance_wm2,document_count_panel_temperature_celsius,document_count_poa_irradiance_wm2,document_count_precipitation_accumulated_mm,document_count_tracker_albedo_index,document_count_wind_direction_degrees,document_count_wind_speed_ms,ghi_irradiance_wm2,gri_irradiance_wm2,interpolated_keys_ambient_temperature_celsius,interpolated_keys_battery_voltage,interpolated_keys_ghi_irradiance_wm2,interpolated_keys_panel_temperature_celsius,interpolated_keys_poa_irradiance_wm2,interpolated_keys_tracker_albedo_index,interpolated_keys_wind_direction_degrees,interpolated_keys_wind_speed_ms,panel_temperature_celsius,poa_irradiance_wm2,precipitation_accumulated_mm,ps_id,tracker_albedo_index,wind_direction_degrees,wind_speed_ms
,,2024-03-26T08:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T08:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T08:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T08:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T09:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T09:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T09:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T09:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T10:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T10:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T10:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T10:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T11:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T11:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T11:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T11:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T12:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T12:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T12:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T12:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T13:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T13:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T13:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
,,2024-03-26T13:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_004,,,
28.334410327735057,13.015950964215564,2024-03-26T14:00:00Z,4,4,4,0,4,4,0,4,4,4,954.8111127046528,,,,,,,,,,43.8556839950338,1045.92029561957,,PS_004,9.793956272780317,183.4601371102379,3.545242339395644
27.890973295689204,13.014107060997075,2024-03-26T14:15:00Z,4,4,4,0,4,4,1,4,4,4,735.2967550901965,,,,,,,,,,42.82703608596846,807.3319662219789,117.0,PS_004,9.52553716322242,196.38331032238068,2.3858780593111852
28.287354291337245,13.011574745178223,2024-03-26T14:30:00Z,2,2,2,0,2,2,1,2,2,2,987.9577090157309,,,,,,,,,,41.45898487770955,1066.1065183241194,117.0,PS_004,9.999540491229844,177.1492510954296,2.3976625894219517
28.20375456661251,13.011574745178223,2024-03-26T14:45:00Z,2,2,2,0,2,2,1,2,2,2,726.0895026320878,,,,,,,,,,42.06556114797547,765.3545254828354,117.0,PS_004,10.236563027189227,176.89596340853902,4.752071013220573
28.213333129882812,13.011574745178224,2024-03-26T15:00:00Z,1,1,1,0,1,1,1,1,1,1,509.6400146484375,,,,,,,,,,40.599998474121094,515.1599731445312,117.0,PS_004,11.36903190612793,154.7760009765625,3.297999858856201
27.76118739520754,13.00622844696045,2024-03-26T15:15:00Z,2,2,2,0,2,2,1,2,2,2,467.77869772015157,,,,,,,,,,37.47922650627912,471.90621191785783,117.0,PS_004,10.857218639514917,152.07659144259276,2.2662470166527027
27.597026658013668,13.00622844696045,2024-03-26T15:30:00Z,2,2,2,0,2,2,1,2,2,2,282.5838810761733,,,,,,,,,,34.531294237184866,292.09688461937463,117.0,PS_004,10.42142005905448,166.9889283744292,2.3742661912371728
27.06729977470858,13.00622844696045,2024-03-26T15:45:00Z,3,3,3,0,3,3,1,3,3,3,134.5732201784034,,,,,,,,,,31.10764456146306,142.39462104608552,117.0,PS_004,10.798004608694614,177.13392872191957,1.565376475155778
27.14263468004864,13.00088119506836,2024-03-26T16:00:00Z,3,3,3,0,3,3,1,3,3,3,187.6425874698599,,,,,,,,,,30.695185811774696,199.832835831067,117.0,PS_004,11.302575999232397,207.8443494982928,0.5992687651873295
27.586666107177738,13.00088119506836,2024-03-26T16:15:00Z,1,1,1,0,1,1,1,1,1,1,322.7300109863281,,,,,,,,,,32.20000076293945,330.1000061035156,117.0,PS_004,11.547992706298828,182.39999389648438,0.8139999508857727
27.749896279099065,12.99716999247444,2024-03-26T16:30:00Z,2,2,2,0,2,2,1,2,2,2,277.8886815928421,,,,,,,,,,33.73796176566948,258.01682079274485,117.0,PS_004,13.82670277673872,207.85100810486315,2.1404437124859554
27.46215752325316,12.999737991451193,2024-03-26T16:45:00Z,2,2,2,0,2,2,1,2,2,2,279.47012902173293,,,,,,,,,,32.926697951842755,261.8684072347131,117.0,PS_004,12.707997491579135,268.1899051652894,0.9495990920040118
27.47906112203143,13.004969033631369,2024-03-26T17:00:00Z,2,2,2,0,2,2,1,2,2,2,269.0564570215024,,,,,,,,,,33.29999923706055,248.34198541496767,117.0,PS_004,12.87078870369925,236.86814220491223,1.3838312802329575
27.546231266268272,12.99946915174316,2024-03-26T17:15:00Z,2,2,2,0,2,2,1,2,2,2,329.19837879792294,,,,,,,,,,33.11891921549716,310.94320303181354,117.0,PS_004,11.975623226623417,218.2887416279949,1.360422602238293
27.688990207873555,12.997790579256867,2024-03-26T17:30:00Z,2,2,2,0,2,2,1,2,2,2,331.11891513841806,,,,,,,,,,34.099998474121094,316.1897357592001,117.0,PS_004,12.166940216319473,281.91016174009735,0.6926775822988968
27.84787219382468,12.997337353699095,2024-03-26T17:45:00Z,2,2,2,0,2,2,1,2,2,2,327.9174207682799,,,,,,,,,,34.29999923706055,317.44938815722486,117.0,PS_004,11.649191672714558,234.83824513454312,1.8091533455978095
27.78000068664551,13.000881195068358,2024-03-26T18:00:00Z,1,1,1,0,1,1,1,1,1,1,286.2699890136719,,,,,,,,,,33.79999923706055,278.3999938964844,117.0,PS_004,11.512717247009277,204.8399963378906,1.121999979019165
28.293501075347578,12.997050291988211,2024-03-26T18:15:00Z,3,3,3,0,3,3,1,3,3,3,596.2041866317786,,,,,,,,,,36.19627000505392,599.6289850823285,117.0,PS_004,9.37523031864175,240.11354921515536,2.0348861918261405
27.079999923706055,12.996202468872069,2024-03-26T18:30:00Z,1,1,1,0,1,1,1,1,1,1,222.9499969482422,,,,,,,,,,31.399999618530277,211.27000427246094,117.0,PS_004,11.643867492675781,280.1159973144531,0.8139999508857727
27.121423173852506,12.9972421267137,2024-03-26T18:45:00Z,3,3,3,0,3,3,1,3,3,3,249.1872934691906,,,,,,,,,,30.805123812374905,238.06376826720975,117.0,PS_004,11.790123733811972,271.7638090185972,2.0218382121327805
27.494625239822845,12.997798405452395,2024-03-26T19:00:00Z,879,879,879,0,879,879,1,879,879,879,274.3534270708677,,,,,,,,,,32.67055246592465,273.5030052041967,117.0,PS_004,10.726752217181366,267.13469152663725,0.8436350740656571
27.231363849909012,13.001405551192859,2024-03-26T19:15:00Z,874,874,874,0,874,874,1,874,874,874,218.04372684693357,,,,,,,,,,31.58717377057204,217.11737968575088,117.0,PS_004,10.753417548964864,225.84025215370374,1.0789193495634384
26.81708699943922,13.000881195068356,2024-03-26T19:30:00Z,1383,1383,1383,0,1383,1383,1,1383,1383,1383,164.4906348211619,,,,,,,,,,29.99634834539804,163.6640351281645,117.0,PS_004,11.141781548277896,187.99750790854156,1.3202977473912647
26.38555606174695,13.000881195068356,2024-03-26T19:45:00Z,1301,1301,1301,0,1301,1301,1,1301,1301,1301,77.79799429849139,,,,,,,,,,27.95669918938443,79.68093448119996,117.0,PS_004,11.54581091818056,210.311663887526,0.7191353005401095
26.14197503702168,12.998641188905458,2024-03-26T20:00:00Z,545,545,545,0,545,545,1,545,545,545,80.01751712596034,,,,,,,,,,26.82572011743724,75.44568872166379,117.0,PS_004,12.664282902107455,213.15938197028865,1.351612671725457
25.730222905246443,12.998154461465212,2024-03-26T20:15:00Z,1305,1305,1305,0,1305,1305,1,1305,1305,1305,65.11459800372162,,,,,,,,,,26.232160446857474,65.27480412829323,117.0,PS_004,10.768065470397397,189.2189961350072,1.7370029162458878
25.384895863090282,12.99926850586135,2024-03-26T20:30:00Z,1844,1844,1844,0,1844,1844,1,1844,1844,1844,34.17365105280921,,,,,,,,,,25.301017689956474,34.3102215025165,117.0,PS_004,10.208699178830948,165.2204275548963,1.7373305291882706
25.18769995268575,13.000754237786667,2024-03-26T20:45:00Z,692,692,692,0,692,692,1,692,692,692,7.8553092496850985,,,,,,,,,,24.594573358785883,8.684181149928873,117.0,PS_004,8.261265686573973,263.366466068265,2.7360310017686715
24.794147096469455,13.000881195068361,2024-03-26T21:00:00Z,1382,1382,1382,0,1382,1382,1,1382,1382,1382,5.118498680070954,,,,,,,,,,24.11198162048038,5.275924669089262,117.0,PS_004,5.4812500393330525,255.5207194359784,2.894305161509564
24.263317597331937,13.004271758310034,2024-03-26T21:15:00Z,1017,1017,1017,0,1017,1017,1,1017,1017,1017,0.21520014667929577,,,,,,,,,,23.463036589240648,0.150600911581019,117.0,PS_004,114.496307139062,231.38933626977055,0.865067491324277
23.697356371500494,13.001553408649038,2024-03-26T21:30:00Z,1298,1298,1298,0,1298,1298,1,1298,1298,1298,0.0,,,,,,,,,,22.278572004842,-2.039269533151858,117.0,PS_004,19.88431891793032,234.94853273743624,2.8606573840000555
23.23972494649728,13.002671991175374,2024-03-26T21:45:00Z,1053,1053,1053,0,1053,1053,1,1053,1053,1053,0.0,,,,,,,,,,21.63905883575666,-2.1761832154750658,117.0,PS_004,11.968331742744565,225.16727204907747,2.1139473674706597
22.899542652269528,13.006222876414483,2024-03-26T22:00:00Z,1342,1342,1342,0,1342,1342,1,1342,1342,1342,0.0,,,,,,,,,,21.10031290827283,-2.0239658925263524,117.0,PS_004,12.228014538888479,176.57310738038575,1.9472503460674893
22.613988236731462,13.004810608948985,2024-03-26T22:15:00Z,1046,1046,1046,0,1046,1046,1,1046,1046,1046,0.0,,,,,,,,,,21.050433702871796,-1.88353803119604,117.0,PS_004,11.8378217937072,188.00549884766443,3.1315353112768136
22.36917752538896,13.006228446960451,2024-03-26T22:30:00Z,1314,1314,1314,0,1314,1314,1,1314,1314,1314,0.0,,,,,,,,,,20.855875727217335,-1.8154473002947624,117.0,PS_004,10.071942372786904,244.78935556002827,1.9004655187044375
22.16688573513972,13.00622844696045,2024-03-26T22:45:00Z,1510,1510,1510,0,1510,1510,1,1510,1510,1510,0.0,,,,,,,,,,20.34671766214983,-2.0415636298750828,117.0,PS_004,3.236903381472968,182.806278582363,2.3065894423209437
22.04528233606763,13.006228446960451,2024-03-26T23:00:00Z,1451,1451,1451,0,1451,1451,1,1451,1451,1451,0.0,,,,,,,,,,20.299999237060547,-1.7643608201119647,117.0,PS_004,-1.1094879551693504,199.12547264573323,2.246965494706151
21.978185846465724,13.006228446960447,2024-03-26T23:15:00Z,1528,1528,1528,0,1528,1528,1,1528,1528,1528,0.0,,,,,,,,,,20.134227363387797,-2.283939279912146,117.0,PS_004,0.6751560444020164,203.5773785261401,1.6550445278485804
21.835854853937203,13.006228446960451,2024-03-26T23:30:00Z,2042,2042,2042,0,2042,2042,1,2042,2042,2042,0.0,,,,,,,,,,20.033342602391098,-1.846871857980231,117.0,PS_004,0.1854091777352117,164.73054518275535,2.017456570457123
21.80417073837958,13.009698047992938,2024-03-26T23:45:00Z,2040,2040,2040,0,2040,2040,1,2040,2040,2040,0.0,,,,,,,,,,20.055113504807704,-1.6664173520608712,117.0,PS_004,-4.863790413601855,193.3547862757949,2.1338546600605213
21.686178966145217,13.011573036499293,2024-03-27T00:00:00Z,1021,1021,1021,0,1021,1021,1,1021,1021,1021,0.0,,,,,,,,,,19.86962102707106,-1.7228779947253123,117.0,PS_004,4.510288797139883,131.50428818537193,1.3571326970365645
21.586530846306495,13.00818397443516,2024-03-27T00:15:00Z,3,3,3,0,3,3,1,3,3,3,0.0,,,,,,,,,,19.799999237060543,-1.9289972404505848,117.0,PS_004,-2.132215010779201,250.049426806118,0.9977723851445464
21.556562847995163,13.007062144433675,2024-03-27T00:30:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,19.635013424767084,-1.940502480017016,117.0,PS_004,-2.1494670879696502,256.83173416403184,1.8012101254182964
21.412025137202956,13.01216480188749,2024-03-27T00:45:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,19.5,-1.8199905314876164,117.0,PS_004,2.7321914877613804,195.69404362217978,0.8688258168836064
21.329962806602847,13.01157474517822,2024-03-27T01:00:00Z,3,3,3,0,3,3,1,3,3,3,0.0,,,,,,,,,,19.328549956507857,-1.7044624366348482,117.0,PS_004,-3.08935884537781,172.2001783291934,2.2868242352492563
21.285345781984503,13.012812829954166,2024-03-27T01:15:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,19.5,-1.5559423067271223,117.0,PS_004,-3.316820566269094,183.67193783786013,1.3448915498857454
21.197714717921105,13.01231094787301,2024-03-27T01:30:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,19.38758416976913,-1.4369435967333797,117.0,PS_004,-1.0893415982588004,222.48327527367536,1.7632186984852234
21.102158168937052,13.012433780213211,2024-03-27T01:45:00Z,3,3,3,0,3,3,1,3,3,3,0.0,,,,,,,,,,19.696442547908806,-1.062567739089299,117.0,PS_004,-1.516188837839244,292.53923082013904,0.9183548452129288
21.004360031248936,13.012126421120545,2024-03-27T02:00:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,19.5,-1.1097283569551275,117.0,PS_004,-11.1099913413616,198.34904471481198,1.1271994250146995
20.937347697390848,13.01558185892301,2024-03-27T02:15:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,19.299999237060547,-1.645275576268618,117.0,PS_004,-0.15863551718197672,130.25760337233143,0.8899790547364178
20.880079603661954,13.012381036078962,2024-03-27T02:30:00Z,3,3,3,0,3,3,1,3,3,3,0.0,,,,,,,,,,19.0,-1.6688579563961854,117.0,PS_004,0.7901348873141099,304.4401543117725,1.2693832821524766
20.53320281288768,13.01157474517822,2024-03-27T02:45:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,18.66857742484217,-1.775278690366638,117.0,PS_004,7.872356804055882,296.49029214933546,0.49377274767406254
20.3532077436951,13.01625347137451,2024-03-27T03:00:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,18.454379597459578,-1.616220652538153,117.0,PS_004,1.0297007395802802,196.11622420777715,0.09752588156193172
20.300015958041364,13.012322409861431,2024-03-27T03:15:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,18.200000762939457,-1.5940055256028602,117.0,PS_004,-8.418344708972455,288.28534879946955,0.9690328512516844
20.27328097979247,13.015493224487502,2024-03-27T03:30:00Z,3,3,3,0,3,3,1,3,3,3,0.0,,,,,,,,,,18.3952652205041,-1.4928225088831713,117.0,PS_004,-2.9553020834143373,267.7751459865836,1.504716560429486
19.922811508180136,13.012964929400813,2024-03-27T03:45:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,18.200000762939453,-1.5679322253222883,117.0,PS_004,-0.13683563731651036,263.06683657259566,0.26939797814836913
19.745071442010683,13.014125578020355,2024-03-27T04:00:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,18.0844021310443,-1.4709232866018354,117.0,PS_004,-5.112146540045973,288.0328896563318,0.7117287718572972
19.591989703837584,13.015583134132246,2024-03-27T04:15:00Z,3,3,3,0,3,3,1,3,3,3,0.0,,,,,,,,,,17.89999961853027,-1.70256854385457,117.0,PS_004,-0.8919033476909043,274.51860174476496,0.2520855000970823
19.561466172188155,13.017717092292472,2024-03-27T04:30:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,17.813172457247777,-1.5864962135692564,117.0,PS_004,-9.9669018367043,88.31403847002163,0.10371039980536612
19.431802920576466,13.016253471374512,2024-03-27T04:45:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,17.700000762939453,-1.365153274711614,117.0,PS_004,-8.190842449086885,317.19697528054814,0.48956961207624217
19.408035559491896,13.015517498591944,2024-03-27T05:00:00Z,3,3,3,0,3,3,1,3,3,3,0.0,,,,,,,,,,17.700000762939457,-1.1122544890317574,117.0,PS_004,-22.67869458678521,244.36514256831956,0.3471129058595297
19.3089323754272,13.01625347137451,2024-03-27T05:15:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,17.652529032099135,-1.2999656047084527,117.0,PS_004,-7.104079423268806,133.46359681912372,0.29126643658250734
19.231352740102885,13.01625347137451,2024-03-27T05:30:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,17.446319258505653,-1.4570481114092304,117.0,PS_004,-11.322099583212667,272.3542961245311,0.20506846334752804
19.14488850261941,13.016253471374508,2024-03-27T05:45:00Z,3,3,3,0,3,3,1,3,3,3,0.0,,,,,,,,,,17.399999618530273,-1.137135847823608,117.0,PS_004,-10.337411169792038,226.30269095915278,0.38789049191346237
19.08633209760842,13.016253471374512,2024-03-27T06:00:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,17.399999618530273,-1.2885166965727266,117.0,PS_004,1.653733901458379,320.96471524472116,0.42046404803529075
19.065509445688377,13.018141630121752,2024-03-27T06:15:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,17.65529032507197,-0.730776980470652,117.0,PS_004,-47.119224280983246,209.48880256521915,0.24177645319645957
19.167388394551775,13.01625347137451,2024-03-27T06:30:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,17.766201561121424,-0.9321700551501666,117.0,PS_004,-32.88443821253426,282.9642653259911,0.1157538195615372
19.050998861282384,13.016253471374512,2024-03-27T06:45:00Z,3,3,3,0,3,3,1,3,3,3,0.0,,,,,,,,,,17.700000762939453,-1.0469416515463035,117.0,PS_004,6.556304281468702,314.564864235326,1.0924813274464946
18.915415659857945,13.017923492688832,2024-03-27T07:00:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,17.731087270440824,-1.005689344890136,117.0,PS_004,-22.995193090613522,204.15724295733818,0.6216685895538474
18.93959454178022,13.018177900578635,2024-03-27T07:15:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,17.44762244492187,-1.3999575416048768,117.0,PS_004,-20.083569632504155,276.1020231799995,0.03161191368391919
18.94401893590376,13.026125279088662,2024-03-27T07:30:00Z,3,3,3,0,3,3,1,3,3,3,0.0,,,,,,,,,,17.399999618530273,-0.7252489350383964,117.0,PS_004,5.734779120541031,58.966897315743054,0.006000000052154065
18.934870261600338,13.01937415078401,2024-03-27T07:45:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,17.57508158831152,-0.2712857778524736,117.0,PS_004,-151.41525423282974,273.9885459686637,0.20940794353603234
18.906052501748395,13.0216007232666,2024-03-27T08:00:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,17.75654013230853,-0.7651410268390348,117.0,PS_004,-13.4942740190306,213.88890873125075,0.5869968817374476
18.806892419253614,13.021668623228067,2024-03-27T08:15:00Z,3,3,3,0,3,3,1,3,3,3,0.0,,,,,,,,,,17.649679278558644,-1.4604253382124341,117.0,PS_004,-11.600855961501802,282.75525857464044,0.41879352996913727
18.87487664370527,13.019629902678261,2024-03-27T08:30:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,17.399999618530277,-1.3063828368532333,117.0,PS_004,-14.660452949952722,321.35348813153917,0.6134746674633356
18.942442664356676,13.020773578274799,2024-03-27T08:45:00Z,4,4,4,0,4,4,1,4,4,4,0.0,,,,,,,,,,17.399999618530277,-1.1156714689852028,117.0,PS_004,-15.659714240260836,303.63345118231695,0.9193841090376697
19.03710106969765,13.020704963363585,2024-03-27T09:00:00Z,3,3,3,0,3,3,1,3,3,3,0.0,,,,,,,,,,17.459609724371948,-0.6282220218447472,117.0,PS_004,-44.5395116388581,279.8427881721485,0.3100221739993294
19.027776721432392,13.021600723266602,2024-03-27T09:15:00Z,4,4,4,0,4,4,1,4,4,4,0.16935438850580764,,,,,,,,,,17.898735067871172,-0.02136369352989204,117.0,PS_004,-13.675166891257904,204.7574945022167,0.7484194689794585
19.11539131490704,13.020796629887764,2024-03-27T09:30:00Z,4,4,4,0,4,4,1,4,4,4,5.680473658582255,,,,,,,,,,18.04826080770925,5.449561522058164,117.0,PS_004,19.318167568836422,198.06918057728225,0.22452818752758316
19.409214176310698,13.022716438382753,2024-03-27T09:45:00Z,4,4,4,0,4,4,1,4,4,4,15.71419389041765,,,,,,,,,,18.48536459301306,15.312129472359947,117.0,PS_004,15.602957566490161,168.83669545642076,0.23618746797250548
19.681477682324843,13.0216007232666,2024-03-27T10:00:00Z,3,3,3,0,3,3,1,3,3,3,31.678983030700607,,,,,,,,,,18.9588522390476,30.23602270417802,117.0,PS_004,14.683904998538539,144.2673622185048,0.02263264057435877
19.942123214711113,13.021600723266602,2024-03-27T10:15:00Z,4,4,4,0,4,4,1,4,4,4,51.11794613614078,,,,,,,,,,19.696210828294035,49.40643385029397,117.0,PS_004,12.854371597453106,297.72892924253813,1.1031064733195195
19.579326489715967,13.021600723266602,2024-03-27T10:30:00Z,4,4,4,0,4,4,1,4,4,4,81.44806175837593,,,,,,,,,,20.183694922612002,78.73302621581745,117.0,PS_004,12.127253071827544,293.1204083636703,1.677136244669442
