ambient_temperature_celsius,battery_voltage,datetime,document_count_ambient_temperature_celsius,document_count_battery_voltage,document_count_ghi_irradiance_wm2,document_count_gri_irradiance_wm2,document_count_panel_temperature_celsius,document_count_poa_irradiance_wm2,document_count_precipitation_accumulated_mm,document_count_tracker_albedo_index,document_count_wind_direction_degrees,document_count_wind_speed_ms,ghi_irradiance_wm2,gri_irradiance_wm2,interpolated_keys_ambient_temperature_celsius,interpolated_keys_ghi_irradiance_wm2,interpolated_keys_gri_irradiance_wm2,interpolated_keys_panel_temperature_celsius,interpolated_keys_poa_irradiance_wm2,interpolated_keys_wind_speed_ms,panel_temperature_celsius,poa_irradiance_wm2,precipitation_accumulated_mm,ps_id,tracker_albedo_index,wind_direction_degrees,wind_speed_ms
,,2024-12-17T03:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T03:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T03:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T03:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T04:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T04:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T04:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T04:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T05:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T05:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T05:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T05:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T06:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T06:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T06:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T06:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T07:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T07:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T07:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T07:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T08:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T08:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T08:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T08:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T09:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T09:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T09:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T09:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T10:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T10:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T10:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T10:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T11:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T11:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T11:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
,,2024-12-17T11:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_041,,,
0.0,,2024-12-17T12:00:00Z,2,0,2,0,2,2,0,0,0,2,701.601806640625,,,,,,,,775.679931640625,0.0,,PS_041,,,25.761705398559574
,,2024-12-17T12:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0.20000000298023224,PS_041,,,
,,2024-12-17T12:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0.20000000298023224,PS_041,,,
,,2024-12-17T12:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0.20000000298023224,PS_041,,,
,,2024-12-17T13:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0.20000000298023224,PS_041,,,
,,2024-12-17T13:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0.20000000298023224,PS_041,,,
,,2024-12-17T13:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0.20000000298023224,PS_041,,,
,,2024-12-17T13:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0.20000000298023224,PS_041,,,
,,2024-12-17T14:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0.20000000298023224,PS_041,,,
,,2024-12-17T14:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0.20000000298023224,PS_041,,,
,,2024-12-17T14:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0.20000000298023224,PS_041,,,
,,2024-12-17T14:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0.20000000298023224,PS_041,,,
,,2024-12-17T15:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0.20000000298023224,PS_041,,,
28.242300033569336,,2024-12-17T15:15:00Z,1,0,1,1,1,1,1,0,0,1,1407.3184814453125,99.7089614868164,,,,,,,29.105058670043945,1311.6856689453125,0.20000000298023224,PS_041,,,2.265322685241699
28.656363487243652,,2024-12-17T15:30:00Z,0,0,0,0,0,0,1,0,0,0,1315.6719970703125,95.6991081237793,true,true,true,true,true,true,30.065021514892578,1259.9723510742188,15.0,PS_041,,,4.472959280014038
29.07042694091797,,2024-12-17T15:45:00Z,1,0,1,1,1,1,1,0,0,1,1224.0255126953125,91.68925476074219,,,,,,,31.02498435974121,1208.259033203125,15.0,PS_041,,,6.680595874786377
,,2024-12-17T16:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T16:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T16:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T16:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T17:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T17:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T17:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T17:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T18:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T18:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T18:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T18:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T19:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T19:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
24.15988159179687,,2024-12-17T19:30:00Z,1,0,1,1,1,1,1,0,0,1,1.3718762397766113,0.6761458516120911,,,,,,,23.851526260375977,1.6224936246871948,15.0,PS_041,,,2.6881768703460693
19.350730895996094,,2024-12-17T19:45:00Z,1,0,1,1,1,1,1,0,0,1,2.774874210357666,0.6037859916687012,,,,,,,19.390344619750977,2.4993274211883545,15.0,PS_041,,,6.2251973152160645
,,2024-12-17T20:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T20:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T20:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T20:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T21:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T21:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T21:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T21:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T22:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T22:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T22:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T22:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T23:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T23:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T23:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-17T23:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T00:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T00:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T00:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T00:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T01:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T01:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T01:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T01:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T02:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T02:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T02:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T02:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T03:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T03:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T03:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T03:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T04:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T04:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T04:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T04:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T05:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T05:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T05:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T05:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T06:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T06:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T06:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T06:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T07:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T07:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T07:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T07:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T08:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T08:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T08:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T08:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T09:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T09:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T09:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T09:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T10:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T10:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T10:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T10:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T11:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T11:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T11:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T11:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T12:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T12:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T12:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T12:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T13:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T13:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T13:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T13:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T14:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T14:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T14:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T14:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T15:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T15:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T15:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T15:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T16:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T16:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T16:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T16:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T17:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T17:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T17:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T17:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T18:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T18:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T18:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T18:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T19:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T19:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T19:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T19:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T20:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T20:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T20:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T20:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T21:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T21:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T21:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T21:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T22:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T22:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T22:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T22:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T23:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T23:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T23:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-18T23:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T00:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T00:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T00:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T00:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T01:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T01:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T01:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T01:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T02:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T02:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T02:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T02:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T03:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T03:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T03:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T03:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T04:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T04:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T04:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T04:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T05:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T05:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T05:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T05:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T06:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T06:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T06:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T06:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
,,2024-12-19T07:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,15.0,PS_041,,,
