date,PVSimulator-0.PVPanel_0-irradiance,PVSimulator-0.PVPanel_1-irradiance,PVSimulator-0.PVPanel_2-irradiance,PVSimulator-0.PVPanel_3-irradiance,PVSimulator-0.PVPanel_4-irradiance,PVSimulator-0.PVPanel_5-irradiance,PVSimulator-0.PVPanel_0-P_dc,PVSimulator-0.PVPanel_1-P_dc,PVSimulator-0.PVPanel_2-P_dc,PVSimulator-0.PVPanel_3-P_dc,PVSimulator-0.PVPanel_4-P_dc,PVSimulator-0.PVPanel_5-P_dc,PVSimulator-0.PVPanel_0-temperature,PVSimulator-0.PVPanel_1-temperature,PVSimulator-0.PVPanel_2-temperature,PVSimulator-0.PVPanel_3-temperature,PVSimulator-0.PVPanel_4-temperature,PVSimulator-0.PVPanel_5-temperature,InverterSim-0.Inverter_0-P_ac,InverterSim-0.Inverter_1-P_ac,InverterSim-0.Inverter_2-P_ac,InverterSim-0.Inverter_3-P_ac,InverterSim-0.Inverter_4-P_ac,InverterSim-0.Inverter_5-P_ac,InverterSim-0.Inverter_0-Q_ac,InverterSim-0.Inverter_1-Q_ac,InverterSim-0.Inverter_2-Q_ac,InverterSim-0.Inverter_3-Q_ac,InverterSim-0.Inverter_4-Q_ac,InverterSim-0.Inverter_5-Q_ac,DSS-0.PVSystem-pv-Q_meas,DSS-0.PVSystem-pv-2-Q_meas,DSS-0.PVSystem-pv-3-Q_meas,DSS-0.PVSystem-pv-4-Q_meas,DSS-0.PVSystem-pv-5-Q_meas,DSS-0.PVSystem-pv-6-Q_meas,DSS-0.PVSystem-pv-P_meas,DSS-0.PVSystem-pv-2-P_meas,DSS-0.PVSystem-pv-3-P_meas,DSS-0.PVSystem-pv-4-P_meas,DSS-0.PVSystem-pv-5-P_meas,DSS-0.PVSystem-pv-6-P_meas,DSS-0.PVSystem-pv-P3,DSS-0.PVSystem-pv-2-P3,DSS-0.PVSystem-pv-3-P3,DSS-0.PVSystem-pv-4-P3,DSS-0.PVSystem-pv-5-P3,DSS-0.PVSystem-pv-6-P3,DSS-0.PVSystem-pv-P1,DSS-0.PVSystem-pv-2-P1,DSS-0.PVSystem-pv-3-P1,DSS-0.PVSystem-pv-4-P1,DSS-0.PVSystem-pv-5-P1,DSS-0.PVSystem-pv-6-P1,DSS-0.PVSystem-pv-P2,DSS-0.PVSystem-pv-2-P2,DSS-0.PVSystem-pv-3-P2,DSS-0.PVSystem-pv-4-P2,DSS-0.PVSystem-pv-5-P2,DSS-0.PVSystem-pv-6-P2,DSS-0.PVSystem-pv-Q3,DSS-0.PVSystem-pv-2-Q3,DSS-0.PVSystem-pv-3-Q3,DSS-0.PVSystem-pv-4-Q3,DSS-0.PVSystem-pv-5-Q3,DSS-0.PVSystem-pv-6-Q3,DSS-0.PVSystem-pv-Q1,DSS-0.PVSystem-pv-2-Q1,DSS-0.PVSystem-pv-3-Q1,DSS-0.PVSystem-pv-4-Q1,DSS-0.PVSystem-pv-5-Q1,DSS-0.PVSystem-pv-6-Q1,DSS-0.PVSystem-pv-Q2,DSS-0.PVSystem-pv-2-Q2,DSS-0.PVSystem-pv-3-Q2,DSS-0.PVSystem-pv-4-Q2,DSS-0.PVSystem-pv-5-Q2,DSS-0.PVSystem-pv-6-Q2,DSS-0.Bus-650-V3_pu,DSS-0.Bus-680-V3_pu,DSS-0.Bus-611-V3_pu,DSS-0.Bus-650-V2_pu,DSS-0.Bus-680-V2_pu,DSS-0.Bus-611-V2_pu,DSS-0.Bus-650-V1_pu,DSS-0.Bus-680-V1_pu,DSS-0.Bus-611-V1_pu,DSS-0.Line-650632-I2_ang,DSS-0.Line-671680-I2_ang,DSS-0.Line-684611-I2_ang,DSS-0.Line-650632-P2_w,DSS-0.Line-671680-P2_w,DSS-0.Line-684611-P2_w,DSS-0.Line-650632-Q3_var,DSS-0.Line-671680-Q3_var,DSS-0.Line-684611-Q3_var,DSS-0.Line-650632-P1_w,DSS-0.Line-671680-P1_w,DSS-0.Line-684611-P1_w,DSS-0.Line-650632-I3_A,DSS-0.Line-671680-I3_A,DSS-0.Line-684611-I3_A,DSS-0.Line-650632-Q1_var,DSS-0.Line-671680-Q1_var,DSS-0.Line-684611-Q1_var,DSS-0.Line-650632-I1_ang,DSS-0.Line-671680-I1_ang,DSS-0.Line-684611-I1_ang,DSS-0.Line-650632-P3_w,DSS-0.Line-671680-P3_w,DSS-0.Line-684611-P3_w,DSS-0.Line-650632-I2_A,DSS-0.Line-671680-I2_A,DSS-0.Line-684611-I2_A,DSS-0.Line-650632-Q2_var,DSS-0.Line-671680-Q2_var,DSS-0.Line-684611-Q2_var,DSS-0.Line-650632-I3_ang,DSS-0.Line-671680-I3_ang,DSS-0.Line-684611-I3_ang,DSS-0.Line-650632-I1_A,DSS-0.Line-671680-I1_A,DSS-0.Line-684611-I1_A
2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.000045179106817,0.9607700317654367,0.9582827961295436,1.0000706027538928,1.0112804973837874,0.0,1.0000352928258016,0.9815032070791762,0.0,-125.3181203592705,-31.278550394039602,0.0,421.119111048494,1.3085918073233893e-05,0.0,185.65895163669995,-0.0013084229060621375,0.0,553.1768779666098,-1.486147038623841e-05,124.29893575680498,294.90709468335007,0.0005670174091215324,0.0,181.55656618391563,-0.0013425505901435036,-33.345477568735774,-18.17670529476401,87.84545261969089,132.14177208537896,683.5307450603549,1.7755541471839997e-06,0.0,176.08506491529627,0.0005853785349880271,0.0,39.15276791564786,-0.0014217483322965987,0.0,104.79531233786258,-152.8541372335856,0.0,242.40975313157574,0.0005695512977395669,55.843649933267116
2026-01-01 00:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.000048414034678,0.9625298900300027,0.9600870963723542,1.0000729259378744,1.011562785698553,0.0,1.0000382457799644,0.9825987447873876,0.0,-124.34418504163934,-31.236469847994044,0.0,407.51817789688346,1.2825457593176104e-05,0.0,171.42543240298428,-0.0013128073733551045,0.0,538.2206290044256,-1.4472063420128024e-05,123.55332157237397,286.08549832627335,0.0005678771930758234,0.0,170.28645525819002,-0.0013456386853442314,-34.04439918309126,-17.56310409605599,87.89564455694807,132.58723465666006,665.3846874678484,1.6466242327413117e-06,0.0,170.15312897344955,0.0005856811695943748,0.0,30.91274234346507,-0.0014228829000793252,0.0,105.54427281388008,-152.7907957211475,0.0,235.0421759570173,0.0005702229286832477,55.50791471360836
2026-01-01 00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.000051620230166,0.964265995414945,0.9618611262079247,1.0000752445664502,1.0118432880157435,0.0,1.00004118139365,0.9837025492745499,0.0,-123.30456874290415,-31.19433321246272,0.0,393.9172024487805,1.257706881261067e-05,0.0,157.343548393642,-0.0013171442440555751,0.0,523.2678207680382,-1.4086542878937827e-05,122.96055956826493,277.39654776677855,0.0005687272987105006,0.0,159.0595987483013,-0.0013487413919407467,-34.666071867773574,-16.9141165043635,87.94569295493821,132.98267995629652,647.4009504646814,1.5094923256152582e-06,0.0,164.27462356584178,0.0005859831783444376,0.0,22.70259520913777,-0.0014240136854439202,0.0,106.3313471599717,-152.7283306172052,0.0,227.70996430424276,0.0005708945233794021,55.232052619112146
2026-01-01 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0000541328077714,0.965812377188889,0.963504034819154,1.0000771383463973,1.011694733460829,0.0,1.0000441707356644,0.9849681080410411,0.0,-122.51981899175911,-31.16436346967382,0.0,384.3190820060184,1.2371504197668638e-05,0.0,145.97560128631264,-0.0013209058013963532,0.0,507.3961732873489,-1.3547247984907432e-05,120.86843045096708,269.9324286723071,0.0005694381449587387,0.0,147.06947859958703,-0.0013521602215614396,-35.97101525901274,-16.170396906456336,88.0006497056947,133.85078261813578,631.6748134182502,1.1757609170496285e-06,0.0,160.1600993532372,0.0005861212268015978,0.0,16.872750721311895,-0.001424141854277509,0.0,106.97954206577633,-152.6747895146065,0.0,219.95292719639082,0.0005716037707282583,54.43015770936401
2026-01-01 00:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0000566160055642,0.9673341734457566,0.9651156804551985,1.0000790301625944,1.0115453609397635,0.0,1.0000471405831164,0.9862416883764719,0.0,-121.69634908972778,-31.13432369561135,0.0,374.7204974761427,1.21783425959201e-05,0.0,134.75842125732441,-0.0013246155959639229,0.0,491.52858811093864,-1.3011789838236267e-05,118.92963859367256,262.59279050176656,0.0005701389642967352,0.0,135.13367469834535,-0.0013555932544746482,-37.19793079777748,-15.378231440961935,88.055449145452,134.684013159716,616.1318600951126,8.334603250892414e-07,0.0,156.07722131671147,0.0005862591204822701,0.0,11.059176108020358,-0.0014242682607715444,0.0,107.65466550270715,-152.62215632337563,0.0,212.2433418250704,0.0005723126570697619,53.69712512887658
2026-01-01 00:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0000595973378676,0.9687425873412814,0.9665876312105183,1.0000806329527687,1.0119207174518032,0.0,1.0000491581781978,0.9867601939497826,0.0,-120.8111988046336,-31.10115700547388,0.0,362.8868806433161,1.1886939580680211e-05,0.0,121.63261404723596,-0.0013281743347970112,0.0,482.963756582139,-1.2816993864390614e-05,117.62644267557407,254.85021696273017,0.0005708396101544106,0.0,128.13088884684694,-0.001357244211646206,-38.09813701417171,-14.86423290466228,88.08223457237716,135.32047992315609,599.8967540013191,9.300571324204476e-07,0.0,151.0970701909848,0.0005865090541746302,0.0,5.101976814933674,-0.0014254067288933742,0.0,108.53040680902625,-152.56863738153004,0.0,208.03976389438384,0.0005727077269400644,53.20036472877115
2026-01-01 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.000062592717553,0.9701693719251373,0.9680846053411929,1.0000822288950482,1.0122973170493466,0.0,1.0000511812258437,0.9872665958089395,0.0,-119.86903029842925,-31.068120189967,0.0,351.05217437245966,1.1583411312864445e-05,0.0,108.43989098109392,-0.0013317795196393241,0.0,474.403301279168,-1.2618660899399254e-05,116.15689103206861,247.09742005501255,0.0005715473378042262,0.0,121.14647516536225,-0.0013588743244886826,-39.08211569767635,-14.331042627960036,88.10904537383574,136.02897634704127,583.4944621586455,1.0352456965068148e-06,0.0,146.15497456370593,0.0005867585656484225,0.0,-0.8364672434121603,-0.0014265464079804184,0.0,109.46417812959075,-152.51443321063303,0.0,203.85729483724117,0.0005731006176055518,52.65310671859028
2026-01-01 00:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0000648241159493,0.9711724433451565,0.9691360869702693,1.0000841281306632,1.0126212191506092,0.0,1.0000532957733872,0.9882753099732994,0.0,-118.73332672268762,-31.02939775716404,0.0,339.39338020100615,1.1588013912400718e-05,0.0,99.1354870563706,-0.0013344064377459539,0.0,462.2676733439957,-1.2437629115002985e-05,115.13493718368267,241.31979355207002,0.0005720831660612947,0.0,112.8159093440108,-0.0013615554267877971,-39.76851749111721,-13.7205619978561,88.14879961861347,136.52212173408407,571.069750346553,8.496275227460881e-07,0.0,141.33502981652558,0.0005870407949605061,0.0,-7.536513933347538,-0.0014276892788278683,0.0,110.14418612251657,-152.47307258603246,0.0,198.11410273564735,0.0005736444570889064,52.27728125100205
2026-01-01 00:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0000670593131535,0.9721821399907997,0.9701945918524126,1.0000860239920502,1.012943186667814,0.0,1.0000554121236458,0.9892815193923211,0.0,-117.52152798231995,-30.99073205130258,0.0,327.7335607520144,1.158891866573375e-05,0.0,89.808279394949,-0.0013370505971863277,0.0,450.1115708614455,-1.2253808731198122e-05,114.10194902045306,235.5524926791085,0.0005726213817568036,0.0,104.49328668326388,-0.00136423502840177,-40.4618253192487,-13.075253290361871,88.1886102470291,137.02596589895433,558.5870228307723,6.649050405255208e-07,0.0,136.57374102842803,0.0005873222467263388,0.0,-14.216071455095749,-0.001428827998009903,0.0,110.8587842007762,-152.4315398721582,0.0,192.3872154245129,0.000574188012251049,51.901813976266794
2026-01-01 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0000697876583318,0.9734644154158951,0.9715269755594812,1.0000881958820782,1.013336919491751,0.0,1.0000578689361668,0.9903224504442816,0.0,-115.96024493272576,-30.948747019185706,0.0,314.28419401730497,1.1502781905152637e-05,0.0,78.43989253426693,-0.0013403774819929967,0.0,437.04940782601045,-1.2038570325728942e-05,113.08920681335137,228.54089274298659,0.0005732900181883877,0.0,95.01376830581579,-0.0013670943758727773,-41.19921931382193,-12.270585185758955,88.23077648133318,137.5646994451303,543.2887807663109,5.357971747300683e-07,0.0,131.17234171770954,0.0005876411145874638,0.0,-22.224320619068692,-0.0014301602070152498,0.0,111.7770741280518,-152.3795217226311,0.0,186.2148110971843,0.0005747857761674762,51.530793390406956
